QuestionID,Topic,Difficulty,Question,Options,Answer,Explanation
648,Geometry,Expert,Find circumference of circle radius 23 cm.,"[72.25, 36.13, 108.38, 144.51]",144.51,Circumference=2*pi*r=144.51
649,Number Theory,Easy,Is 14 prime?,"['Yes', 'No']",No,14 is No
650,Percentages,Hard,A cask of 60L full of wine has 8L drawn and replaced with water. This is done 3 times. How much wine remains (to 2 decimals)?,"[39.06, 29.69, 35.94, 32.81]",39.06,Wine remaining = 60 * (1 - 8/60)^3 = 39.06L
651,Probability,Expert,Urn has 2 red and 4 blue. Prob red?,"['2/8', '1/6', '3/6', '2/6']",02-Jun,"Favorable=2, Total=6"
652,Number Theory,Easy,Is 28 prime?,"['Yes', 'No']",No,28 is No
653,Geometry,Easy,Hypotenuse of right triangle with legs 11 cm and 21 cm?,"[13.04, 16.6, 23.71, 20.15]",23.71,c=sqrt(11^2+21^2)=23.71
654,Probability,Expert,Two dice sum=7?,"['5/36', '6/36', '7/36', '8/36']",Jun-36,Pairs sum to 7
655,Probability,Expert,Urn has 8 red and 2 blue. Prob red?,"['8/12', '8/10', '7/10', '9/10']",08-Oct,"Favorable=8, Total=10"
656,Percentages,Expert,"If 50% of a number is 1840, what is the number?","[1472.0, 2944.0, 3680.0, 2208.0]",3680,x = 1840/(0.5) = 3680.0
657,Geometry,Easy,Hypotenuse of right triangle with legs 11 cm and 11 cm?,"[15.56, 10.89, 8.56, 13.23]",15.56,c=sqrt(11^2+11^2)=15.56
658,Ratios,Hard,"Ratio 4:19, total=141. Find parts.","['24.52,116.48', '21.52,119.48', '29.52,111.48', '26.52,114.48']","24.52,116.48","Parts=24.52,116.48"
659,Algebra,Hard,Solve for x: 12x + 7 = 32,"[2.08, 1.56, 0.52, 1.04]",2.08,x = (32-7)/12 = 2.08
660,Geometry,Medium,Find area of triangle with base 16 cm and height 30 cm.,"[60.0, 240.0, 180.0, 120.0]",240,Area = 0.5*16*30 = 240.0
661,Algebra,Easy,Solve for x: 3x + 16 = 40,"[4.0, 8.0, 6.0, 2.0]",8,x = (40-16)/3 = 8.0
662,Probability,Hard,Urn has 4 red and 5 blue. Prob red?,"['5/9', '3/9', '4/9', '4/11']",04-Sep,"Favorable=4, Total=9"
663,Number Theory,Hard,"lcm(12,29)?","[347, 348, 345, 346]",348,LCM=348
664,Probability,Easy,Urn has 4 red and 5 blue. Prob red?,"['4/11', '3/9', '5/9', '4/9']",04-Sep,"Favorable=4, Total=9"
665,Ratios,Expert,"Ratio 12:2, total=56. Find parts.","['45.0,11.0', '48.0,8.0', '50.0,6.0', '53.0,3.0']","48.0,8.0","Parts=48.0,8.0"
666,Geometry,Hard,Hypotenuse of right triangle with legs 11 cm and 9 cm?,"[14.21, 9.95, 7.82, 12.08]",14.21,c=sqrt(11^2+9^2)=14.21
667,Probability,Hard,Prob of heart in 52 cards?,"['12/52', '13/52', '14/52', '26/52']",13/52,13 hearts
668,Algebra,Expert,Find the roots of x^2 + 3x + 0 = 0,"['(-3, 0)', '(-4,1)', '(0,-3)', '(-2,-1)']","(-3, 0)",Roots are -3 and 0
669,Geometry,Expert,Find area of triangle with base 40 cm and height 8 cm.,"[120.0, 160.0, 40.0, 80.0]",160,Area = 0.5*40*8 = 160.0
670,Algebra,Expert,Find the roots of x^2 + 7x + 12 = 0,"['(-2,-5)', '(-3, -4)', '(-4,-3)', '(-4,-3)']","(-3, -4)",Roots are -3 and -4
671,Algebra,Expert,Find the roots of x^2 + 0x + -16 = 0,"['(-4, 4)', '(-5,5)', '(4,-4)', '(-3,3)']","(-4, 4)",Roots are -4 and 4
672,Geometry,Easy,Find area of circle radius 5 cm.,"[58.91, 39.27, 78.54, 19.64]",78.54,Area=pi*r^2=78.54
673,Probability,Easy,Prob of heart in 52 cards?,"['12/52', '13/52', '14/52', '26/52']",13/52,13 hearts
674,Ratios,Hard,"Ratio 10:13, total=234. Find parts.","['103.74,130.26', '101.74,132.26', '106.74,127.25999999999999', '98.74,135.26']","101.74,132.26","Parts=101.74,132.26"
675,Probability,Easy,Prob of heart in 52 cards?,"['12/52', '13/52', '14/52', '26/52']",13/52,13 hearts
676,Ratios,Medium,"Ratio 20:20, total=382. Find parts.","['191.0,191.0', '188.0,194.0', '193.0,189.0', '196.0,186.0']","191.0,191.0","Parts=191.0,191.0"
677,Geometry,Expert,Hypotenuse of right triangle with legs 17 cm and 6 cm?,"[9.92, 12.62, 15.33, 18.03]",18.03,c=sqrt(17^2+6^2)=18.03
678,Probability,Medium,Two dice sum=7?,"['5/36', '6/36', '7/36', '8/36']",Jun-36,Pairs sum to 7
679,Probability,Expert,A die rolled once. Prob>4?,"['1/6', '2/6', '3/6', '4/6']",02-Jun,"Numbers>4 are 5,6"
680,Algebra,Hard,Solve for x: 7x + 11 = 42,"[1.11, 2.21, 4.43, 3.32]",4.43,x = (42-11)/7 = 4.43
681,Number Theory,Expert,"lcm(19,29)?","[548, 549, 551, 550]",551,LCM=551
682,Probability,Medium,A die rolled once. Prob>4?,"['1/6', '2/6', '3/6', '4/6']",02-Jun,"Numbers>4 are 5,6"
683,Algebra,Medium,"Solve the system: 5x+2y=-3, 4x+3y=-8","['(1,-3)', '(2,-4)', '(0,-5)', '(1,-4)']","(1,-4)","Solved x=1, y=-4"
684,Number Theory,Easy,"gcd(121,154)?","[10, 9, 11, 8]",11,gcd=11
685,Number Theory,Medium,"gcd(187,119)?","[15, 17, 14, 16]",17,gcd=17
686,Ratios,Hard,"Ratio 16:6, total=117. Find parts.","['87.09,29.91', '82.09,34.91', '85.09,31.91', '90.09,26.91']","85.09,31.91","Parts=85.09,31.91"
687,Ratios,Hard,"Ratio 12:17, total=289. Find parts.","['119.59,169.41', '124.59,164.41', '121.59,167.41', '116.59,172.41']","119.59,169.41","Parts=119.59,169.41"
688,Algebra,Medium,"Solve the system: 8x+7y=37, 5x+6y=28","['(2,4)', '(1,2)', '(2,3)', '(3,3)']","(2,3)","Solved x=2, y=3"
689,Geometry,Hard,Find area of circle radius 10 cm.,"[157.08, 314.16, 78.54, 235.62]",314.16,Area=pi*r^2=314.16
690,Number Theory,Medium,"lcm(14,20)?","[140, 138, 139, 137]",140,LCM=140
691,Probability,Hard,Two dice sum=7?,"['5/36', '6/36', '7/36', '8/36']",Jun-36,Pairs sum to 7
692,Geometry,Medium,Find area of triangle with base 39 cm and height 15 cm.,"[73.12, 219.38, 292.5, 146.25]",292.5,Area = 0.5*39*15 = 292.5
693,Probability,Medium,Two dice sum=7?,"['5/36', '6/36', '7/36', '8/36']",Jun-36,Pairs sum to 7
694,Probability,Medium,Prob of heart in 52 cards?,"['12/52', '13/52', '14/52', '26/52']",13/52,13 hearts
695,Percentages,Expert,"If 40% of a number is 1610, what is the number?","[1610.0, 4025.0, 2415.0, 3220.0]",4025,x = 1610/(0.4) = 4025.0
696,Probability,Medium,A die rolled once. Prob>4?,"['1/6', '2/6', '3/6', '4/6']",02-Jun,"Numbers>4 are 5,6"
697,Algebra,Hard,Solve for x: 12x + 15 = 40,"[0.52, 1.56, 1.04, 2.08]",2.08,x = (40-15)/12 = 2.08
698,Algebra,Hard,Solve for x: 4x + 2 = 35,"[4.12, 6.19, 8.25, 2.06]",8.25,x = (35-2)/4 = 8.25
699,Geometry,Hard,Find area of triangle with base 32 cm and height 27 cm.,"[216.0, 324.0, 432.0, 108.0]",432,Area = 0.5*32*27 = 432.0
700,Algebra,Easy,Find the roots of x^2 + 4x + 3 = 0,"['(-3, -1)', '(-2,-2)', '(-1,-3)', '(-4,0)']","(-3, -1)",Roots are -3 and -1
701,Geometry,Expert,Hypotenuse of right triangle with legs 4 cm and 14 cm?,"[10.19, 12.38, 14.56, 8.01]",14.56,c=sqrt(4^2+14^2)=14.56
702,Geometry,Expert,Find area of triangle with base 38 cm and height 19 cm.,"[270.75, 361.0, 90.25, 180.5]",361,Area = 0.5*38*19 = 361.0
703,Probability,Easy,A die rolled once. Prob>4?,"['1/6', '2/6', '3/6', '4/6']",02-Jun,"Numbers>4 are 5,6"
704,Probability,Expert,A die rolled once. Prob>4?,"['1/6', '2/6', '3/6', '4/6']",02-Jun,"Numbers>4 are 5,6"
705,Algebra,Expert,"Solve the system: 2x+4y=6, 8x+7y=33","['(6,-1)', '(4,-2)', '(5,-1)', '(5,0)']","(5,-1)","Solved x=5, y=-1"
706,Ratios,Easy,"Ratio 10:17, total=376. Find parts.","['141.26,234.74', '144.26,231.74', '139.26,236.74', '136.26,239.74']","139.26,236.74","Parts=139.26,236.74"
707,Percentages,Medium,What is 30% of 1600?,"[240.0, 480.0, 120.0, 360.0]",480,30% = 30/100. So 30/100 × 1600 = 480.0
708,Geometry,Easy,Find area of circle radius 9 cm.,"[254.47, 127.23, 190.85, 63.62]",254.47,Area=pi*r^2=254.47
709,Ratios,Medium,"Ratio 13:4, total=177. Find parts.","['132.35,44.65', '135.35,41.65', '137.35,39.65', '140.35,36.65']","135.35,41.65","Parts=135.35,41.65"
710,Ratios,Hard,"Ratio 3:3, total=232. Find parts.","['118.0,114.0', '116.0,116.0', '113.0,119.0', '121.0,111.0']","116.0,116.0","Parts=116.0,116.0"
711,Algebra,Expert,Solve for x: 7x + 18 = 42,"[3.43, 0.86, 1.72, 2.57]",3.43,x = (42-18)/7 = 3.43
712,Percentages,Expert,A value changed by 30% then by -20%. What is the net change?,"['8.0% loss', '4.0% gain', '0% no change', '12.0% loss']",4.0% gain,Net change = 30 + -20 + (30*-20/100) = 4.0%
713,Number Theory,Expert,"gcd(165,67)?","[-2, 1, -1, 0]",1,gcd=1
714,Geometry,Medium,Find area of triangle with base 37 cm and height 8 cm.,"[37.0, 111.0, 74.0, 148.0]",148,Area = 0.5*37*8 = 148.0
715,Number Theory,Hard,"lcm(5,29)?","[143, 142, 144, 145]",145,LCM=145
716,Percentages,Hard,A cask of 50L full of wine has 8L drawn and replaced with water. This is done 4 times. How much wine remains (to 2 decimals)?,"[24.89, 20.91, 22.9, 18.92]",24.89,Wine remaining = 50 * (1 - 8/50)^4 = 24.89L
717,Algebra,Expert,"Solve the system: 3x+5y=15, 6x+7y=30","['(6,0)', '(5,1)', '(4,-1)', '(5,0)']","(5,0)","Solved x=5, y=0"
718,Percentages,Medium,"If 10% of a number is 560, what is the number?","[4480.0, 5600.0, 3360.0, 2240.0]",5600,x = 560/(0.1) = 5600.0
719,Percentages,Easy,A cask of 80L full of wine has 10L drawn and replaced with water. This is done 4 times. How much wine remains (to 2 decimals)?,"[46.89, 39.39, 35.64, 43.14]",46.89,Wine remaining = 80 * (1 - 10/80)^4 = 46.89L
720,Algebra,Easy,Solve for x: 5x + 16 = 6,"[-2.02, -2.03, -2.01, -2.0]",-2,x = (6-16)/5 = -2.0
721,Geometry,Expert,Find area of circle radius 24 cm.,"[904.78, 452.39, 1809.56, 1357.17]",1809.56,Area=pi*r^2=1809.56
722,Ratios,Easy,"Ratio 11:4, total=160. Find parts.","['122.33,37.67', '114.33,45.67', '119.33,40.67', '117.33,42.67']","117.33,42.67","Parts=117.33,42.67"
723,Number Theory,Expert,"gcd(69,154)?","[1, -2, 0, -1]",1,gcd=1
724,Number Theory,Expert,Is 16 prime?,"['Yes', 'No']",No,16 is No
725,Ratios,Hard,"Ratio 16:15, total=103. Find parts.","['50.16,52.84', '55.16,47.84', '53.16,49.84', '58.16,44.84']","53.16,49.84","Parts=53.16,49.84"
726,Number Theory,Hard,Is 20 prime?,"['Yes', 'No']",No,20 is No
727,Number Theory,Expert,"lcm(15,22)?","[327, 330, 328, 329]",330,LCM=330
728,Ratios,Expert,"Ratio 12:9, total=338. Find parts.","['193.14,144.86', '190.14,147.86', '195.14,142.86', '198.14,139.86']","193.14,144.86","Parts=193.14,144.86"
729,Geometry,Expert,Find area of circle radius 14 cm.,"[461.81, 615.75, 307.88, 153.94]",615.75,Area=pi*r^2=615.75
730,Number Theory,Medium,"lcm(5,14)?","[69, 70, 67, 68]",70,LCM=70
731,Percentages,Hard,A cask of 50L full of wine has 5L drawn and replaced with water. This is done 2 times. How much wine remains (to 2 decimals)?,"[37.26, 30.78, 34.02, 40.5]",40.5,Wine remaining = 50 * (1 - 5/50)^2 = 40.5L
732,Algebra,Hard,Find the roots of x^2 + 0x + -9 = 0,"['(3, -3)', '(4,-4)', '(2,-2)', '(-3,3)']","(3, -3)",Roots are 3 and -3
733,Percentages,Expert,A cask of 50L full of wine has 5L drawn and replaced with water. This is done 4 times. How much wine remains (to 2 decimals)?,"[32.8, 24.93, 27.55, 30.18]",32.8,Wine remaining = 50 * (1 - 5/50)^4 = 32.8L
734,Probability,Easy,Urn has 7 red and 4 blue. Prob red?,"['8/11', '7/11', '7/13', '6/11']",07-Nov,"Favorable=7, Total=11"
735,Percentages,Easy,A value changed by 15% then by 10%. What is the net change?,"['22.5% gain', '26.5% gain', '30.5% loss', '34.5% gain']",26.5% gain,Net change = 15 + 10 + (15*10/100) = 26.5%
736,Number Theory,Easy,"lcm(22,23)?","[505, 503, 506, 504]",506,LCM=506
737,Algebra,Easy,"Solve the system: 7x+8y=-1, 2x+4y=-2","['(2,-1)', '(1,0)', '(1,-1)', '(0,-2)']","(1,-1)","Solved x=1, y=-1"
738,Geometry,Easy,Find area of circle radius 20 cm.,"[942.48, 314.16, 628.32, 1256.64]",1256.64,Area=pi*r^2=1256.64
739,Probability,Expert,Urn has 3 red and 8 blue. Prob red?,"['3/13', '2/11', '4/11', '3/11']",03-Nov,"Favorable=3, Total=11"
740,Probability,Expert,Urn has 6 red and 3 blue. Prob red?,"['7/9', '6/11', '5/9', '6/9']",06-Sep,"Favorable=6, Total=9"
741,Geometry,Expert,Find area of circle radius 23 cm.,"[1661.9, 830.95, 1246.43, 415.47]",1661.9,Area=pi*r^2=1661.9
742,Probability,Hard,Prob of heart in 52 cards?,"['12/52', '13/52', '14/52', '26/52']",13/52,13 hearts
743,Algebra,Hard,Find the roots of x^2 + -7x + 12 = 0,"['(4,3)', '(2,5)', '(4,3)', '(3, 4)']","(3, 4)",Roots are 3 and 4
744,Geometry,Expert,Hypotenuse of right triangle with legs 7 cm and 18 cm?,"[13.52, 16.41, 19.31, 10.62]",19.31,c=sqrt(7^2+18^2)=19.31
745,Ratios,Hard,"Ratio 6:4, total=107. Find parts.","['69.2,37.8', '61.2,45.8', '66.2,40.8', '64.2,42.8']","64.2,42.8","Parts=64.2,42.8"
746,Geometry,Easy,Find area of circle radius 24 cm.,"[452.39, 1809.56, 904.78, 1357.17]",1809.56,Area=pi*r^2=1809.56
747,Percentages,Hard,"If 50% of a number is 1420, what is the number?","[2272.0, 2840.0, 1136.0, 1704.0]",2840,x = 1420/(0.5) = 2840.0
748,Number Theory,Expert,Is 19 prime?,"['Yes', 'No']",Yes,19 is Yes
749,Ratios,Easy,"Ratio 14:20, total=389. Find parts.","['157.18,231.82', '162.18,226.82', '165.18,223.82', '160.18,228.82']","160.18,228.82","Parts=160.18,228.82"
750,Percentages,Hard,"If 50% of a number is 1630, what is the number?","[3260.0, 1956.0, 1304.0, 2608.0]",3260,x = 1630/(0.5) = 3260.0
751,Ratios,Easy,"Ratio 4:14, total=388. Find parts.","['86.22,301.78', '91.22,296.78', '88.22,299.78', '83.22,304.78']","86.22,301.78","Parts=86.22,301.78"
752,Percentages,Easy,A value changed by 40% then by 10%. What is the net change?,"['54.0% loss', '54.0% gain', '50.0% gain', '62.0% loss']",54.0% gain,Net change = 40 + 10 + (40*10/100) = 54.0%
753,Algebra,Medium,"Solve the system: 8x+1y=23, 1x+4y=-1","['(3,-1)', '(2,-2)', '(4,-1)', '(3,0)']","(3,-1)","Solved x=3, y=-1"
754,Ratios,Medium,"Ratio 2:13, total=400. Find parts.","['53.33,346.67', '55.33,344.67', '58.33,341.67', '50.33,349.67']","53.33,346.67","Parts=53.33,346.67"
755,Algebra,Hard,Solve for x: 12x + 9 = 25,"[1.33, 0.67, 1.0, 0.33]",1.33,x = (25-9)/12 = 1.33
756,Algebra,Medium,Find the roots of x^2 + -4x + 0 = 0,"['(1,3)', '(-1,5)', '(0, 4)', '(4,0)']","(0, 4)",Roots are 0 and 4
757,Number Theory,Medium,"lcm(12,23)?","[273, 275, 276, 274]",276,LCM=276
758,Number Theory,Hard,"lcm(22,9)?","[198, 195, 197, 196]",198,LCM=198
759,Number Theory,Medium,"gcd(99,196)?","[0, -2, 1, -1]",1,gcd=1
760,Ratios,Medium,"Ratio 12:4, total=335. Find parts.","['248.25,86.75', '256.25,78.75', '253.25,81.75', '251.25,83.75']","251.25,83.75","Parts=251.25,83.75"
761,Algebra,Easy,Find the roots of x^2 + 2x + 0 = 0,"['(0, -2)', '(-2,0)', '(1,-3)', '(-1,-1)']","(0, -2)",Roots are 0 and -2
762,Algebra,Medium,Solve for x: 4x + 6 = 2,"[-1.02, -1.03, -1.0, -1.01]",-1,x = (2-6)/4 = -1.0
763,Number Theory,Medium,"gcd(195,26)?","[13, 11, 10, 12]",13,gcd=13
764,Algebra,Expert,"Solve the system: 6x+3y=3, 7x+8y=-10","['(1,-4)', '(2,-2)', '(2,-3)', '(3,-3)']","(2,-3)","Solved x=2, y=-3"
765,Percentages,Expert,What is 30% of 1800?,"[540.0, 135.0, 405.0, 270.0]",540,30% = 30/100. So 30/100 × 1800 = 540.0
766,Algebra,Easy,Solve for x: 9x + 20 = 32,"[1.33, 0.33, 0.67, 1.0]",1.33,x = (32-20)/9 = 1.33
767,Probability,Expert,Two dice sum=7?,"['5/36', '6/36', '7/36', '8/36']",Jun-36,Pairs sum to 7
768,Ratios,Hard,"Ratio 14:20, total=354. Find parts.","['150.76,203.24', '147.76,206.24', '142.76,211.24', '145.76,208.24']","145.76,208.24","Parts=145.76,208.24"
769,Probability,Expert,A die rolled once. Prob>4?,"['1/6', '2/6', '3/6', '4/6']",02-Jun,"Numbers>4 are 5,6"
770,Number Theory,Expert,Is 12 prime?,"['Yes', 'No']",No,12 is No
771,Number Theory,Expert,Is 50 prime?,"['Yes', 'No']",No,50 is No
772,Percentages,Medium,A value changed by 20% then by 10%. What is the net change?,"['28.0% loss', '32.0% gain', '32.0% loss', '40.0% gain']",32.0% gain,Net change = 20 + 10 + (20*10/100) = 32.0%
773,Ratios,Medium,"Ratio 16:16, total=96. Find parts.","['53.0,43.0', '45.0,51.0', '50.0,46.0', '48.0,48.0']","48.0,48.0","Parts=48.0,48.0"
774,Probability,Expert,Prob of heart in 52 cards?,"['12/52', '13/52', '14/52', '26/52']",13/52,13 hearts
775,Probability,Easy,Two dice sum=7?,"['5/36', '6/36', '7/36', '8/36']",Jun-36,Pairs sum to 7
776,Number Theory,Medium,"lcm(7,13)?","[89, 88, 91, 90]",91,LCM=91
777,Ratios,Easy,"Ratio 4:5, total=411. Find parts.","['182.67,228.33', '187.67,223.33', '179.67,231.33', '184.67,226.33']","182.67,228.33","Parts=182.67,228.33"
778,Percentages,Expert,A cask of 50L full of wine has 10L drawn and replaced with water. This is done 4 times. How much wine remains (to 2 decimals)?,"[17.2, 18.84, 15.56, 20.48]",20.48,Wine remaining = 50 * (1 - 10/50)^4 = 20.48L
779,Geometry,Medium,Find area of triangle with base 13 cm and height 9 cm.,"[58.5, 43.88, 29.25, 14.62]",58.5,Area = 0.5*13*9 = 58.5
780,Geometry,Expert,Find area of circle radius 22 cm.,"[760.26, 1140.4, 1520.53, 380.13]",1520.53,Area=pi*r^2=1520.53
781,Percentages,Hard,What is 40% of 3000?,"[600.0, 300.0, 900.0, 1200.0]",1200,40% = 40/100. So 40/100 × 3000 = 1200.0
782,Number Theory,Expert,"gcd(75,170)?","[2, 4, 3, 5]",5,gcd=5
783,Probability,Easy,Urn has 6 red and 2 blue. Prob red?,"['5/8', '7/8', '6/10', '6/8']",06-Aug,"Favorable=6, Total=8"
784,Number Theory,Medium,"gcd(67,57)?","[1, -1, 0, -2]",1,gcd=1
785,Percentages,Medium,What is 20% of 4350?,"[435.0, 870.0, 217.5, 652.5]",870,20% = 20/100. So 20/100 × 4350 = 870.0
786,Percentages,Expert,"If 20% of a number is 1770, what is the number?","[5310.0, 3540.0, 8850.0, 7080.0]",8850,x = 1770/(0.2) = 8850.0
787,Probability,Hard,A die rolled once. Prob>4?,"['1/6', '2/6', '3/6', '4/6']",02-Jun,"Numbers>4 are 5,6"
788,Geometry,Hard,Find area of circle radius 14 cm.,"[307.88, 153.94, 461.81, 615.75]",615.75,Area=pi*r^2=615.75
789,Geometry,Expert,Find area of triangle with base 11 cm and height 26 cm.,"[35.75, 143.0, 71.5, 107.25]",143,Area = 0.5*11*26 = 143.0
790,Number Theory,Medium,Is 23 prime?,"['Yes', 'No']",Yes,23 is Yes
791,Number Theory,Easy,"gcd(166,181)?","[1, 0, -1, -2]",1,gcd=1
792,Probability,Hard,Prob of heart in 52 cards?,"['12/52', '13/52', '14/52', '26/52']",13/52,13 hearts
793,Number Theory,Hard,"gcd(177,164)?","[-2, -1, 0, 1]",1,gcd=1
794,Probability,Medium,Urn has 3 red and 7 blue. Prob red?,"['3/10', '4/10', '2/10', '3/12']",03-Oct,"Favorable=3, Total=10"
795,Percentages,Easy,"In an election with 2 candidates, the winner got 55% of votes and won by 1200 votes. Find total votes cast.","[11999, 11997, 11998, 12000]",12000,100% = 1200/(0.1) = 12000
796,Geometry,Hard,Hypotenuse of right triangle with legs 9 cm and 4 cm?,"[5.42, 9.85, 8.37, 6.89]",9.85,c=sqrt(9^2+4^2)=9.85
797,Geometry,Easy,Find circumference of circle radius 11 cm.,"[51.84, 34.56, 69.12, 17.28]",69.12,Circumference=2*pi*r=69.12
798,Geometry,Expert,Hypotenuse of right triangle with legs 3 cm and 9 cm?,"[5.22, 8.07, 9.49, 6.64]",9.49,c=sqrt(3^2+9^2)=9.49
799,Ratios,Expert,"Ratio 17:3, total=380. Find parts.","['320.0,60.0', '323.0,57.0', '325.0,55.0', '328.0,52.0']","323.0,57.0","Parts=323.0,57.0"
800,Ratios,Expert,"Ratio 19:12, total=286. Find parts.","['180.29,105.71', '175.29,110.71', '172.29,113.71', '177.29,108.71']","175.29,110.71","Parts=175.29,110.71"
801,Number Theory,Hard,Is 30 prime?,"['Yes', 'No']",No,30 is No
802,Number Theory,Easy,"gcd(167,195)?","[1, -2, -1, 0]",1,gcd=1
803,Algebra,Hard,Solve for x: 7x + 13 = 41,"[1.0, 4.0, 3.0, 2.0]",4,x = (41-13)/7 = 4.0
804,Algebra,Easy,Find the roots of x^2 + -4x + -5 = 0,"['(4,0)', '(6,-2)', '(-1,5)', '(5, -1)']","(5, -1)",Roots are 5 and -1
805,Percentages,Expert,"If 25% of a number is 1200, what is the number?","[4800.0, 2880.0, 1920.0, 3840.0]",4800,x = 1200/(0.25) = 4800.0
806,Algebra,Easy,Find the roots of x^2 + 0x + -36 = 0,"['(7,-7)', '(5,-5)', '(6, -6)', '(-6,6)']","(6, -6)",Roots are 6 and -6
807,Number Theory,Easy,"lcm(21,9)?","[60, 62, 63, 61]",63,LCM=63
808,Ratios,Hard,"Ratio 12:6, total=443. Find parts.","['300.33,142.67', '297.33,145.67', '292.33,150.67', '295.33,147.67']","295.33,147.67","Parts=295.33,147.67"
809,Algebra,Easy,Find the roots of x^2 + -5x + 0 = 0,"['(1,4)', '(5,0)', '(-1,6)', '(0, 5)']","(0, 5)",Roots are 0 and 5
810,Percentages,Easy,A value changed by 20% then by -30%. What is the net change?,"['12.0% gain', '20.0% gain', '24.0% loss', '16.0% loss']",16.0% loss,Net change = 20 + -30 + (20*-30/100) = -16.0%
811,Algebra,Hard,Find the roots of x^2 + -1x + -2 = 0,"['(-1,2)', '(2, -1)', '(3,-2)', '(1,0)']","(2, -1)",Roots are 2 and -1
812,Geometry,Medium,Find area of triangle with base 21 cm and height 7 cm.,"[36.75, 73.5, 55.12, 18.38]",73.5,Area = 0.5*21*7 = 73.5
813,Algebra,Hard,"Solve the system: 6x+5y=14, 3x+5y=2","['(4,-1)', '(3,-3)', '(4,-2)', '(5,-2)']","(4,-2)","Solved x=4, y=-2"
814,Number Theory,Hard,Is 38 prime?,"['Yes', 'No']",No,38 is No
815,Percentages,Medium,What is 5% of 3100?,"[116.25, 155.0, 77.5, 38.75]",155,5% = 5/100. So 5/100 × 3100 = 155.0
816,Percentages,Expert,"In an election with 2 candidates, the winner got 60% of votes and won by 2400 votes. Find total votes cast.","[11997, 11998, 11999, 12000]",12000,100% = 2400/(0.2) = 12000
817,Geometry,Hard,Find area of triangle with base 38 cm and height 6 cm.,"[57.0, 28.5, 85.5, 114.0]",114,Area = 0.5*38*6 = 114.0
818,Percentages,Expert,What is 20% of 3000?,"[450.0, 150.0, 300.0, 600.0]",600,20% = 20/100. So 20/100 × 3000 = 600.0
819,Algebra,Medium,"Solve the system: 5x+6y=60, 7x+3y=57","['(6,5)', '(5,4)', '(7,5)', '(6,6)']","(6,5)","Solved x=6, y=5"
820,Probability,Easy,Two dice sum=7?,"['5/36', '6/36', '7/36', '8/36']",Jun-36,Pairs sum to 7
821,Percentages,Hard,"In an election with 2 candidates, the winner got 65% of votes and won by 1200 votes. Find total votes cast.","[4000, 3997, 3998, 3999]",4000,100% = 1200/(0.3) = 4000
822,Number Theory,Easy,"lcm(27,30)?","[269, 270, 268, 267]",270,LCM=270
823,Geometry,Expert,Find circumference of circle radius 20 cm.,"[125.66, 31.41, 94.25, 62.83]",125.66,Circumference=2*pi*r=125.66
824,Number Theory,Medium,"lcm(17,7)?","[119, 117, 116, 118]",119,LCM=119
825,Probability,Hard,Urn has 7 red and 3 blue. Prob red?,"['8/10', '6/10', '7/12', '7/10']",07-Oct,"Favorable=7, Total=10"
826,Ratios,Expert,"Ratio 5:20, total=355. Find parts.","['68.0,287.0', '71.0,284.0', '76.0,279.0', '73.0,282.0']","71.0,284.0","Parts=71.0,284.0"
827,Probability,Medium,Prob of heart in 52 cards?,"['12/52', '13/52', '14/52', '26/52']",13/52,13 hearts
